CNT,CNTRYID,CNTSCHID,CNTSTUID,ESCS,ST004D01T,ST001D01T,REPEAT,DISCLIM,TEACHSUP,COGACRCO,COGACMCO,W_FSTUWT,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH
COL,170.0,17000080.0,17000156.0,-0.832,1.0,10.0,0.0,0.1003,1.5558,-2.6687,2.3426,77.14465,347.983,307.101,382.668,361.897,366.702,350.232,305.786,317.44,303.768,354.589
COL,170.0,17000135.0,17000157.0,-1.4491,2.0,9.0,1.0,0.9297,1.5558,0.5247,0.2428,44.32093,412.225,421.805,426.485,406.532,401.57,429.772,399.576,426.505,420.855,448.045
COL,170.0,17000245.0,17000158.0,0.3361,1.0,9.0,1.0,-0.2938,1.5558,-0.1057,2.3504,77.89379,380.68,393.411,423.306,366.839,415.722,381.338,390.274,394.843,371.699,410.788
COL,170.0,17000059.0,17000159.0,-2.5244,1.0,10.0,1.0,0.3884,1.5558,0.1865,0.2934,76.74929,380.156,362.22,393.878,341.358,376.429,389.222,350.763,335.072,375.915,376.261
COL,170.0,17000058.0,17000160.0,-1.284,2.0,11.0,0.0,-0.8699,-0.1002,0.1309,0.0448,75.68396,437.883,389.47,402.699,445.44,441.128,468.742,399.318,434.199,466.68,412.337
COL,170.0,17000175.0,17000161.0,-1.9233,1.0,8.0,0.0,-1.3577,-0.8059,-2.4472,-1.3942,158.8935,315.27,289.327,318.376,324.287,247.051,192.872,295.974,324.421,269.923,213.722
COL,170.0,17000163.0,17000162.0,-0.0567,2.0,10.0,0.0,0.2002,0.1475,0.7316,1.4616,199.9628,426.269,411.579,412.856,393.63,386.714,435.271,409.219,406.321,407.745,410.286
COL,170.0,17000069.0,17000163.0,-0.8332,2.0,11.0,0.0,0.2139,-0.1002,0.5955,0.0355,89.11494,503.7,517.227,561.722,534.855,573.22,500.641,540.0,535.248,512.029,533.182
COL,170.0,17000257.0,17000164.0,-0.4697,2.0,10.0,0.0,-0.4983,1.5558,0.6396,0.7979,6.67952,430.109,420.761,483.217,402.296,408.221,400.334,400.848,406.988,466.298,402.108
COL,170.0,17000202.0,17000165.0,-2.7,1.0,8.0,1.0,0.9993,-1.0693,0.4943,0.0487,97.27341,308.229,340.195,288.034,350.403,340.542,317.324,316.895,322.4,336.638,339.728
COL,170.0,17000204.0,17000166.0,-2.9191,2.0,11.0,0.0,,,,,105.9234,348.396,366.748,344.411,357.962,409.5,389.666,345.01,431.24,355.437,328.838
COL,170.0,17000247.0,17000167.0,-0.5653,1.0,8.0,1.0,1.0136,1.5558,1.8305,1.281,94.93176,253.806,234.376,231.66,249.566,253.582,368.517,251.465,295.919,284.374,364.144
COL,170.0,17000227.0,17000168.0,0.5301,1.0,11.0,0.0,0.7793,1.5558,1.0672,0.4566,118.4389,525.509,460.345,498.344,528.492,532.307,480.84,495.761,498.945,487.426,489.66
COL,170.0,17000228.0,17000169.0,-2.6149,2.0,8.0,1.0,-0.9971,-1.7015,0.9231,1.0566,80.4876,218.196,226.494,243.216,286.181,222.465,276.767,199.149,241.557,261.665,242.665
COL,170.0,17000012.0,17000170.0,-0.2642,2.0,10.0,0.0,0.6387,1.5558,1.7443,1.3559,62.96702,363.222,318.005,345.323,351.375,299.399,317.625,341.644,335.904,314.996,342.731
COL,170.0,17000153.0,17000171.0,-0.52,2.0,11.0,0.0,-1.3484,1.5558,-0.1349,0.0069,92.45147,340.936,341.235,394.041,365.875,314.984,320.452,343.431,360.429,367.572,397.276
COL,170.0,17000046.0,17000172.0,-1.0768,1.0,11.0,0.0,0.7711,0.4357,1.0189,1.26,77.83018,421.98,442.806,435.7,430.839,389.861,410.177,413.826,450.504,462.198,452.418
COL,170.0,17000041.0,17000173.0,-0.9396,2.0,10.0,1.0,,,,,76.58805,330.148,336.204,327.72,298.539,341.42,277.743,304.469,374.09,315.355,303.853
COL,170.0,17000020.0,17000174.0,-1.4886,2.0,10.0,0.0,0.3045,1.5558,1.6366,1.7363,40.78289,422.965,442.703,389.764,384.108,414.652,411.409,457.631,416.372,434.426,445.547
COL,170.0,17000031.0,17000175.0,-0.9347,2.0,9.0,1.0,0.4628,0.1475,0.8993,-0.0741,67.77607,421.615,376.841,373.5,353.593,341.206,352.079,368.325,371.24,364.361,362.746
COL,170.0,17000118.0,17000176.0,-2.2252,1.0,7.0,1.0,-0.1219,-1.0693,3.44,2.2723,87.16028,360.046,320.55,364.774,351.765,345.151,341.257,322.228,317.455,314.582,328.357
COL,170.0,17000170.0,17000177.0,1.3498,1.0,10.0,0.0,0.3658,-0.5635,0.1969,0.2935,46.46353,523.037,531.808,569.915,510.34,545.375,512.761,513.688,531.615,505.127,570.242
COL,170.0,17000037.0,17000178.0,-1.0725,1.0,10.0,0.0,1.6289,1.5558,0.2667,2.5465,46.85595,371.571,377.323,408.3,412.9,425.909,396.277,427.379,433.434,413.433,405.7
COL,170.0,17000097.0,17000180.0,0.9733,1.0,10.0,0.0,-0.8615,-0.5635,1.9725,0.4308,56.82579,463.0,415.633,444.247,430.358,473.806,455.706,408.963,421.146,489.564,443.928
COL,170.0,17000237.0,17000181.0,-2.5368,1.0,10.0,1.0,0.0926,1.5558,0.3029,0.0901,74.73849,320.547,364.255,346.541,332.787,374.122,309.965,349.457,362.945,311.344,340.274
COL,170.0,17000211.0,17000182.0,-1.1392,1.0,10.0,0.0,0.4029,0.4357,0.9091,1.8075,165.15,370.231,389.202,338.319,403.092,373.72,357.512,360.754,386.2,418.861,355.02
COL,170.0,17000058.0,17000184.0,-1.1673,1.0,10.0,0.0,-0.1354,-0.1002,0.0566,-0.2539,75.89816,333.832,356.391,310.45,297.678,341.954,317.161,321.63,327.464,315.447,352.173
COL,170.0,17000212.0,17000185.0,-1.7735,2.0,10.0,0.0,1.1855,1.5558,0.5185,0.9367,145.5971,360.636,333.911,308.181,334.151,353.292,374.384,328.048,316.28,357.212,308.652
COL,170.0,17000179.0,17000186.0,-1.8341,2.0,10.0,0.0,-0.5195,1.5558,-0.473,-0.2593,40.74151,376.15,338.823,377.33,386.148,347.915,351.392,396.551,334.477,399.414,342.735
COL,170.0,17000113.0,17000187.0,0.58,2.0,9.0,1.0,-0.6963,-0.3322,-0.0002,-0.8003,75.04233,397.96,391.698,364.384,425.406,418.391,354.041,400.142,372.365,378.032,381.185
COL,170.0,17000153.0,17000188.0,-1.1882,1.0,8.0,1.0,0.6461,1.5558,2.3368,1.8988,105.3317,359.406,351.836,329.306,331.485,353.481,379.43,353.589,312.331,343.203,371.469
COL,170.0,17000195.0,17000189.0,0.05,2.0,9.0,1.0,-0.3029,0.8211,0.519,0.2014,120.7764,407.17,440.247,393.754,410.372,399.531,410.044,444.639,435.002,408.575,398.959
COL,170.0,17000198.0,17000190.0,-1.5766,1.0,10.0,0.0,0.1765,1.5558,3.4164,2.4423,62.30217,296.869,314.501,341.043,319.639,273.759,320.165,293.195,327.566,303.155,347.972
COL,170.0,17000190.0,17000191.0,,1.0,10.0,,,,,,62.31067,359.55,337.4,314.303,394.906,385.841,348.57,379.432,358.4,372.394,392.601
COL,170.0,17000182.0,17000192.0,-2.1666,2.0,10.0,0.0,0.1997,-0.1002,-0.8146,0.002,83.37398,463.189,464.252,432.949,447.141,460.292,471.577,481.52,457.305,493.935,462.543
COL,170.0,17000217.0,17000194.0,-1.5807,1.0,10.0,1.0,0.5807,-0.1002,1.4561,,33.78043,384.799,348.405,401.663,390.161,389.457,364.282,398.162,369.876,322.513,437.939
COL,170.0,17000055.0,17000195.0,-1.0759,2.0,8.0,1.0,,,,,73.36804,288.128,300.525,308.029,329.088,289.945,301.363,317.611,361.106,336.866,270.448
COL,170.0,17000021.0,17000196.0,-1.0031,1.0,7.0,0.0,,,,,76.94255,298.71,367.506,352.669,270.349,351.627,325.007,296.211,311.437,344.151,313.289
COL,170.0,17000251.0,17000197.0,-0.8635,1.0,10.0,0.0,0.3847,1.5558,-1.3551,-1.0016,84.48698,342.114,322.719,277.584,270.9,319.518,282.976,327.375,306.445,304.962,320.686
COL,170.0,17000039.0,17000198.0,-3.0607,1.0,8.0,1.0,-1.0311,1.5558,-0.7422,,99.76421,292.851,265.413,196.207,226.918,274.719,216.518,125.412,214.982,208.441,216.141
COL,170.0,17000012.0,17000199.0,0.4491,1.0,11.0,0.0,1.1182,0.1475,0.8699,1.0672,51.45311,379.235,415.797,390.519,399.8,387.203,443.914,423.927,379.921,409.417,393.336
COL,170.0,17000178.0,17000200.0,0.0141,2.0,10.0,0.0,,,,,45.69174,441.091,466.857,492.384,455.411,466.461,461.681,423.459,462.965,477.825,468.557
COL,170.0,17000093.0,17000201.0,-3.9413,2.0,10.0,0.0,0.2002,1.5558,-0.7486,-0.855,70.98736,427.751,384.858,393.799,432.145,396.456,423.538,398.002,453.049,446.465,422.746
COL,170.0,17000262.0,17000203.0,,1.0,11.0,,,,,,45.35569,462.77,474.135,475.416,448.295,449.109,448.532,443.773,488.094,463.758,461.939
COL,170.0,17000101.0,17000204.0,0.0043,1.0,11.0,0.0,-2.3913,-0.1002,-0.8518,0.7029,39.15082,376.644,394.175,414.395,447.098,414.42,415.345,407.964,417.562,430.639,395.617
COL,170.0,17000049.0,17000205.0,-1.1451,1.0,11.0,0.0,-1.008,-0.3322,-1.3681,-1.0206,91.39598,419.562,438.882,423.125,376.771,392.872,474.963,410.741,426.135,370.989,379.669
COL,170.0,17000062.0,17000206.0,,1.0,10.0,,,,,,97.70245,407.277,470.894,452.471,507.472,386.096,515.219,488.448,469.961,406.19,488.439
COL,170.0,17000026.0,17000207.0,-1.1894,2.0,9.0,0.0,-0.808,1.5558,0.4773,2.4668,95.95403,308.28,350.245,368.789,352.97,373.182,360.981,357.727,298.875,373.003,379.851
COL,170.0,17000059.0,17000208.0,-1.4183,2.0,9.0,1.0,-1.008,-0.1002,-0.4677,0.1008,81.84255,401.103,391.237,443.485,431.5,410.363,432.78,404.288,413.5,379.626,366.187
COL,170.0,17000015.0,17000209.0,0.1094,2.0,10.0,0.0,-0.0724,1.5558,,,72.07189,318.795,336.39,264.398,288.963,326.953,306.915,282.757,276.761,309.507,261.452
COL,170.0,17000065.0,17000210.0,-0.9819,2.0,11.0,0.0,-0.0784,1.5558,0.1687,0.5744,72.4881,420.087,462.561,450.805,455.019,425.914,468.053,451.159,444.845,470.867,401.009
COL,170.0,17000114.0,17000211.0,-0.3457,2.0,11.0,0.0,-0.5067,-0.8059,-0.7526,-0.8367,84.2847,577.964,520.735,514.668,575.585,497.806,545.198,547.553,519.345,544.496,524.346
COL,170.0,17000028.0,17000212.0,-0.4166,1.0,9.0,1.0,0.1765,0.4357,-0.0936,0.3615,47.46588,417.949,429.52,418.124,364.991,403.226,395.151,352.76,450.152,407.118,422.727
COL,170.0,17000134.0,17000213.0,-1.5936,2.0,10.0,0.0,-0.9964,0.4357,-0.7329,-1.8927,98.95389,333.859,361.0,359.096,334.704,321.296,338.002,296.188,319.02,354.057,289.319
COL,170.0,17000224.0,17000214.0,-2.0589,1.0,8.0,1.0,,,,,117.8035,282.286,308.095,258.487,289.276,257.173,246.302,262.399,292.941,295.55,257.307
COL,170.0,17000210.0,17000215.0,0.1277,2.0,9.0,1.0,-0.521,0.4357,0.1981,-0.2488,75.49131,500.318,547.794,521.618,516.164,558.475,511.622,530.929,504.012,532.008,532.189
COL,170.0,17000090.0,17000216.0,0.9946,1.0,11.0,0.0,0.1166,,-0.7116,-0.6785,44.99433,395.79,425.099,406.185,422.709,409.775,398.914,427.287,414.359,438.758,433.01
COL,170.0,17000250.0,17000217.0,0.2302,1.0,8.0,1.0,0.7331,0.4357,-2.4029,0.8328,93.39405,373.814,374.978,447.22,340.512,360.898,368.303,363.428,372.48,361.005,374.096
COL,170.0,17000131.0,17000218.0,-1.652,1.0,11.0,0.0,0.6387,-0.1002,0.5024,-1.1867,82.65513,330.681,318.85,352.474,321.256,332.669,315.205,316.823,338.802,296.399,309.099
COL,170.0,17000041.0,17000219.0,-1.9413,1.0,10.0,0.0,1.831,-0.1002,1.2513,2.4009,79.98136,453.704,415.114,482.327,458.4,423.894,415.842,417.722,435.301,429.233,474.488
COL,170.0,17000104.0,17000220.0,-1.687,1.0,10.0,1.0,,,,,77.38879,394.393,362.01,419.957,392.38,403.107,383.482,391.556,384.863,410.561,368.119
COL,170.0,17000113.0,17000221.0,1.1559,2.0,9.0,1.0,-1.8115,1.5558,0.6866,0.8363,75.04233,484.347,471.952,501.503,491.465,474.355,484.722,444.259,466.433,441.547,455.883
COL,170.0,17000241.0,17000222.0,-1.8023,1.0,10.0,0.0,,,,,90.01737,325.468,298.416,314.129,344.77,329.288,324.437,298.137,345.398,310.01,338.604
COL,170.0,17000108.0,17000223.0,-1.62,1.0,7.0,1.0,-0.9971,-0.1002,-0.098,0.0332,83.60608,319.036,322.737,356.895,323.405,298.53,339.476,370.094,335.579,340.015,328.794
COL,170.0,17000097.0,17000224.0,0.784,2.0,8.0,1.0,-0.0691,-0.1002,-0.0735,0.2658,58.42303,438.411,411.418,401.021,417.111,403.458,459.553,434.465,357.98,386.863,399.495
COL,170.0,17000238.0,17000225.0,-2.1418,1.0,8.0,1.0,-1.0414,-0.1002,-0.4925,-0.0886,44.6651,275.427,322.998,287.328,312.076,252.046,256.851,276.446,283.871,307.56,250.595
COL,170.0,17000013.0,17000226.0,-0.5596,1.0,10.0,0.0,0.1614,-2.1346,-0.7899,-0.6497,23.52297,420.442,458.01,431.829,468.182,468.823,400.467,406.023,431.609,459.372,379.899
COL,170.0,17000069.0,17000227.0,-0.2131,1.0,9.0,1.0,-0.0787,1.5558,2.0874,0.6018,98.49582,404.931,358.391,375.408,415.079,350.023,396.043,415.733,373.771,371.171,426.845
COL,170.0,17000187.0,17000228.0,-1.965,1.0,11.0,0.0,,,,,44.79222,416.878,358.586,429.235,405.289,436.796,390.617,393.388,399.494,394.777,411.682
COL,170.0,17000244.0,17000230.0,-0.7905,2.0,7.0,1.0,-0.6761,0.4357,-0.0703,0.2273,329.6617,302.101,328.33,257.099,289.172,289.042,294.643,289.289,236.255,292.303,312.035
COL,170.0,17000232.0,17000231.0,-0.6791,1.0,9.0,1.0,1.7678,1.5558,2.155,0.7791,44.1885,314.389,329.337,267.816,273.361,336.442,340.832,306.477,301.419,317.789,349.011
COL,170.0,17000232.0,17000232.0,-0.3786,1.0,10.0,0.0,0.4375,1.5558,0.4853,0.5578,42.23037,402.238,444.915,439.246,413.774,430.297,426.532,394.57,452.768,405.242,448.729
COL,170.0,17000065.0,17000233.0,-0.2283,2.0,10.0,0.0,0.1325,-0.5635,-0.5408,-0.0481,72.4881,517.024,484.925,465.706,502.604,519.276,492.143,573.335,517.358,484.933,498.708
COL,170.0,17000129.0,17000234.0,1.0969,2.0,10.0,1.0,0.1751,-2.9095,-2.2526,-1.9206,156.731,360.149,342.707,382.961,365.452,323.385,334.164,332.296,374.529,346.184,363.405
COL,170.0,17000250.0,17000235.0,-1.9442,2.0,10.0,0.0,1.1487,1.5558,-0.2113,0.7014,87.69916,386.607,314.588,377.366,397.55,334.703,404.918,386.596,392.7,377.294,383.565
COL,170.0,17000137.0,17000236.0,-0.0823,1.0,11.0,0.0,-0.0787,1.5558,0.2808,0.8363,38.29305,536.74,545.836,509.632,554.717,504.918,538.443,518.602,512.343,548.112,485.15
COL,170.0,17000263.0,17000237.0,-0.4225,2.0,9.0,1.0,1.7678,-1.0693,,,96.04464,399.926,347.889,357.222,360.976,394.966,331.262,354.567,397.249,351.788,385.02
COL,170.0,17000222.0,17000238.0,-0.2019,1.0,10.0,0.0,0.1295,0.4357,-0.1848,-0.0927,39.98824,469.445,434.198,438.279,444.223,426.279,425.981,417.849,431.271,443.953,441.25
COL,170.0,17000186.0,17000239.0,-0.0468,1.0,10.0,1.0,-0.0611,-0.1002,0.6435,0.8523,77.1744,385.552,398.619,420.45,471.989,393.782,451.127,437.012,430.485,444.59,417.316
COL,170.0,17000069.0,17000240.0,-3.062,2.0,9.0,1.0,-0.8615,1.5558,-0.0241,-0.7585,99.87425,337.256,429.391,335.29,350.523,370.753,382.139,374.139,390.533,411.642,386.169
COL,170.0,17000212.0,17000241.0,-0.7068,2.0,10.0,0.0,0.1201,1.5558,0.5397,1.0415,145.5971,364.81,317.656,317.727,325.133,349.498,339.465,369.314,297.666,367.152,397.425
COL,170.0,17000001.0,17000242.0,-0.478,2.0,10.0,0.0,-0.3364,1.5558,1.5801,1.0935,24.3533,394.028,362.236,389.602,404.548,378.3,380.157,410.741,396.136,374.247,362.813
COL,170.0,17000040.0,17000243.0,-1.348,1.0,8.0,1.0,-0.5067,,,,95.96308,339.689,314.879,339.693,321.167,397.325,340.089,353.45,419.464,400.6,271.338
COL,170.0,17000222.0,17000244.0,-0.6956,1.0,10.0,0.0,0.2002,0.8211,-0.6206,-0.3147,39.98824,466.863,473.653,471.586,477.787,449.537,488.355,462.883,486.54,413.629,455.215
COL,170.0,17000245.0,17000245.0,0.7745,2.0,9.0,1.0,-0.0556,,,,61.39755,356.598,348.945,393.111,388.04,369.788,374.664,381.143,375.09,369.627,365.916
COL,170.0,17000053.0,17000246.0,-0.0254,2.0,10.0,0.0,-0.1126,-1.0693,-0.1364,0.1627,42.55964,474.611,518.172,509.701,458.976,509.435,509.237,472.528,502.731,513.899,500.726
COL,170.0,17000071.0,17000247.0,-2.9921,1.0,11.0,0.0,0.1997,-0.1002,0.3841,0.5904,86.3164,457.209,517.81,501.05,540.255,507.854,490.853,512.201,545.681,470.709,491.106
COL,170.0,17000253.0,17000248.0,-1.5049,1.0,10.0,0.0,-0.8516,0.8211,0.0038,0.6497,103.3704,338.564,385.441,321.587,373.519,339.402,350.776,325.233,314.076,328.42,324.058
COL,170.0,17000208.0,17000249.0,0.7448,1.0,10.0,0.0,0.165,1.5558,1.5591,2.539,76.79032,492.46,471.044,461.182,426.158,392.847,451.464,477.238,474.315,440.22,449.499
COL,170.0,17000079.0,17000250.0,-0.4757,1.0,10.0,1.0,,,,,49.74192,265.573,302.331,304.676,251.286,268.613,329.86,326.803,300.907,326.031,274.953
COL,170.0,17000037.0,17000252.0,-0.4674,1.0,10.0,0.0,-1.1764,0.4357,-0.1815,0.0147,46.85595,495.466,505.328,527.875,501.092,518.792,490.194,514.779,541.94,505.475,540.357
COL,170.0,17000204.0,17000253.0,-1.5988,2.0,9.0,0.0,-0.5195,1.5558,1.2361,1.2257,120.3874,350.872,367.577,374.617,358.063,352.887,336.199,380.704,330.635,364.704,363.128
COL,170.0,17000138.0,17000254.0,,2.0,9.0,,,,,,91.7593,343.518,283.861,276.8,313.939,293.605,308.888,260.044,293.377,319.461,322.918
COL,170.0,17000002.0,17000255.0,-2.5531,1.0,8.0,1.0,-0.8699,1.5558,-2.8406,2.283,74.6385,264.511,378.176,270.207,297.698,303.959,281.62,319.437,322.349,307.25,302.072
COL,170.0,17000184.0,17000256.0,1.4266,2.0,11.0,0.0,0.7631,0.8211,0.3088,2.3915,42.18219,522.598,539.482,539.188,581.458,550.346,549.196,547.35,527.294,533.935,529.505
COL,170.0,17000001.0,17000257.0,-3.4691,2.0,8.0,1.0,0.1325,1.5558,0.329,1.2004,25.36892,416.039,396.71,417.353,392.861,435.739,400.806,427.615,408.405,413.064,443.799
COL,170.0,17000209.0,17000258.0,-2.4846,1.0,9.0,1.0,0.1325,1.5558,-1.0306,-0.3073,54.99968,301.056,383.78,308.582,322.818,367.32,378.241,329.67,373.554,336.927,359.209
COL,170.0,17000108.0,17000259.0,-2.6683,2.0,8.0,1.0,-0.1354,,-0.2328,-0.2317,88.37094,432.173,358.594,402.654,407.763,400.927,406.271,372.412,416.485,397.92,386.753
COL,170.0,17000236.0,17000260.0,-0.9862,1.0,7.0,1.0,-2.4931,1.5558,1.9052,2.539,106.2622,331.41,321.486,321.974,309.734,284.934,337.506,340.106,363.366,262.415,360.338
COL,170.0,17000083.0,17000261.0,-1.5189,1.0,10.0,1.0,1.8514,1.5558,0.0985,1.0179,21.06733,411.832,454.815,424.789,473.701,450.637,441.692,428.232,443.873,400.682,441.582
COL,170.0,17000160.0,17000262.0,-1.1112,1.0,8.0,1.0,-1.6895,1.5558,,,154.8154,263.768,312.507,221.579,236.399,266.674,287.566,269.809,246.299,278.65,262.884
COL,170.0,17000176.0,17000263.0,-1.4393,1.0,9.0,1.0,,,,,104.2469,358.842,359.052,312.243,347.706,360.079,341.282,344.555,360.301,340.766,333.266
COL,170.0,17000093.0,17000264.0,-3.1793,1.0,10.0,1.0,0.4477,0.8211,-0.0146,-0.6782,66.59175,265.513,327.072,284.761,306.789,284.8,276.83,253.29,311.009,271.49,334.032
COL,170.0,17000126.0,17000265.0,-0.9541,2.0,8.0,1.0,,,,,93.16452,342.014,313.955,291.198,332.031,284.716,285.519,303.537,312.205,359.521,299.351
COL,170.0,17000225.0,17000266.0,-2.3287,1.0,9.0,1.0,0.3884,1.5558,2.3209,0.83,79.01446,410.22,332.535,304.741,345.723,357.233,350.134,346.591,372.561,384.463,366.667
COL,170.0,17000235.0,17000267.0,0.6037,1.0,9.0,0.0,1.7914,1.5558,0.3632,-0.5504,44.99433,424.643,395.334,391.068,393.986,419.846,397.371,434.2,368.174,369.05,414.517
COL,170.0,17000178.0,17000268.0,0.2462,2.0,10.0,0.0,-0.9727,1.5558,1.0435,0.7625,45.69174,411.189,436.865,432.173,404.647,405.875,426.95,446.665,436.582,422.197,423.482
COL,170.0,17000130.0,17000269.0,0.6724,1.0,11.0,0.0,0.7097,0.8211,1.1589,0.4558,84.89597,459.064,465.834,487.773,468.019,451.041,479.163,440.087,462.038,471.921,513.771
COL,170.0,17000084.0,17000270.0,,1.0,10.0,,,,,,36.55441,417.865,423.853,427.831,406.634,407.419,407.01,406.87,455.586,438.871,456.201
COL,170.0,17000143.0,17000272.0,-2.3517,1.0,11.0,0.0,-0.1361,1.5558,0.2137,1.2162,145.1505,397.39,412.066,394.209,396.32,371.366,354.318,409.97,369.888,373.837,422.835
COL,170.0,17000020.0,17000273.0,-0.3774,1.0,10.0,0.0,-0.963,-0.1002,-1.2958,-0.3651,40.78289,458.542,409.852,423.761,419.3,425.028,438.59,457.82,413.027,459.749,434.654
COL,170.0,17000167.0,17000274.0,0.3029,1.0,10.0,0.0,-0.5304,1.5558,2.1234,1.6631,91.64339,497.153,545.655,506.191,527.937,499.867,507.153,528.0,542.092,522.363,515.653
COL,170.0,17000055.0,17000275.0,0.132,1.0,11.0,0.0,-0.2863,-0.3322,1.2665,0.3613,68.77895,449.379,473.721,469.665,402.777,477.85,422.486,485.813,510.631,485.055,453.607
COL,170.0,17000080.0,17000276.0,-1.441,2.0,9.0,1.0,0.6868,-1.7015,-0.7846,-0.9374,88.49617,381.321,350.718,379.832,401.049,398.344,383.681,391.416,369.175,331.893,391.21
COL,170.0,17000116.0,17000277.0,-1.5902,2.0,9.0,1.0,-0.7266,0.8211,0.5471,1.0137,83.76818,345.798,339.513,318.704,352.038,336.499,349.087,351.745,361.41,289.884,330.958
COL,170.0,17000078.0,17000278.0,-1.5485,2.0,10.0,0.0,,,,,78.36551,318.677,342.617,344.374,355.102,321.621,348.39,334.685,358.873,399.841,385.074
COL,170.0,17000230.0,17000279.0,-1.8104,2.0,10.0,0.0,-0.313,0.1475,0.6761,0.1562,73.57862,460.46,425.129,435.756,474.502,481.287,427.829,455.451,451.689,465.042,467.348
COL,170.0,17000161.0,17000282.0,0.601,1.0,9.0,0.0,-0.5247,-0.8059,-0.0843,0.3462,37.21753,544.51,513.356,528.48,571.128,465.811,569.922,510.565,525.432,485.912,520.381
COL,170.0,17000191.0,17000283.0,-2.0512,1.0,11.0,0.0,0.0968,1.5558,0.0409,0.5294,162.2612,382.354,374.881,330.864,352.09,397.9,352.327,374.94,340.347,372.322,331.591
COL,170.0,17000256.0,17000284.0,-1.3399,2.0,8.0,1.0,1.8365,1.5558,-2.7874,1.0895,75.98537,278.794,392.202,317.577,307.905,335.358,338.728,298.946,338.785,314.307,358.04
COL,170.0,17000255.0,17000285.0,-1.9993,2.0,9.0,1.0,,,,,78.63981,259.921,258.769,314.21,248.786,274.271,283.201,277.347,232.722,286.996,297.298
COL,170.0,17000084.0,17000286.0,,1.0,10.0,,,,,,36.55441,423.938,415.527,424.142,397.987,456.647,437.716,436.08,446.608,464.781,424.01
COL,170.0,17000195.0,17000287.0,-1.0345,2.0,11.0,0.0,-0.0691,0.1475,-0.145,-0.5548,73.29716,510.584,511.274,495.249,469.438,484.174,493.491,469.603,469.794,517.386,514.356
COL,170.0,17000017.0,17000288.0,-1.0351,2.0,9.0,1.0,0.6764,0.4357,0.5081,0.1186,49.92393,376.761,331.497,360.506,399.693,354.608,341.303,389.523,348.39,334.753,393.314
COL,170.0,17000230.0,17000289.0,0.5986,2.0,8.0,0.0,0.6387,-0.1002,-0.8591,0.1627,57.48667,387.773,371.028,365.29,411.535,377.66,360.975,383.533,340.011,442.675,385.948
COL,170.0,17000264.0,17000290.0,-1.7903,1.0,7.0,1.0,0.7711,1.5558,,,90.06683,323.276,286.957,293.699,296.703,294.003,337.402,289.371,325.818,307.251,310.253
COL,170.0,17000085.0,17000291.0,-0.4668,1.0,11.0,0.0,-1.176,-1.0693,1.0488,0.3858,71.60229,395.785,367.792,389.392,349.623,349.618,362.722,361.342,378.63,347.966,356.937
COL,170.0,17000062.0,17000292.0,0.4322,1.0,10.0,0.0,0.3926,0.8211,0.2845,0.2631,97.70245,409.455,380.454,394.427,363.038,399.81,462.046,380.806,391.037,394.406,392.244
COL,170.0,17000078.0,17000293.0,-1.9612,2.0,10.0,1.0,0.1325,-0.5635,-0.3149,-0.4873,78.36551,450.103,390.6,361.088,418.194,428.816,414.141,452.733,435.072,385.88,388.379
COL,170.0,17000234.0,17000294.0,-1.7186,1.0,10.0,0.0,-1.3773,1.5558,1.6465,2.3423,94.88695,429.16,491.388,439.479,450.166,413.636,443.846,455.618,415.58,457.651,451.728
COL,170.0,17000102.0,17000295.0,-2.2989,2.0,7.0,1.0,-0.4809,1.5558,-0.095,0.8959,37.86132,410.832,419.962,475.681,451.107,444.407,448.47,414.027,410.941,453.867,420.187
COL,170.0,17000133.0,17000296.0,-2.3525,2.0,11.0,0.0,,-1.0693,0.5162,0.8872,75.7138,408.084,441.499,398.21,375.406,368.342,405.62,371.893,388.833,372.362,404.717
COL,170.0,17000123.0,17000298.0,0.8831,1.0,9.0,0.0,1.6289,1.5558,-1.3731,-1.9037,48.29862,413.718,400.713,462.837,390.823,440.048,428.694,380.341,432.551,390.464,439.908
COL,170.0,17000020.0,17000299.0,-0.0734,2.0,9.0,1.0,-0.5532,-0.8059,-2.5473,-1.9157,44.90097,443.241,477.449,410.66,420.435,376.453,488.883,377.969,419.763,428.799,428.789
COL,170.0,17000026.0,17000300.0,0.352,2.0,9.0,1.0,0.2002,-1.0693,-0.1762,0.8798,95.95403,272.968,328.471,256.478,314.764,276.001,303.877,351.545,287.276,308.66,310.75
COL,170.0,17000016.0,17000301.0,1.8964,1.0,9.0,0.0,-0.1668,0.8211,0.5311,0.8872,43.97574,604.458,563.784,574.423,577.798,599.531,587.381,580.164,569.649,554.379,594.775
COL,170.0,17000006.0,17000302.0,-3.2185,1.0,9.0,1.0,0.6461,1.5558,0.68,1.712,122.51,320.394,300.875,333.384,317.197,313.258,317.392,361.097,347.29,385.155,358.326
COL,170.0,17000032.0,17000303.0,-0.6496,1.0,10.0,0.0,0.6868,0.4357,-1.6738,0.161,74.73849,337.701,386.193,354.528,390.341,359.344,384.862,358.603,341.231,388.527,416.135
COL,170.0,17000140.0,17000304.0,-1.4478,1.0,7.0,1.0,-0.0611,1.5558,0.5632,,83.65656,353.374,351.309,367.607,331.559,374.722,352.501,393.406,375.017,360.72,365.228
